DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	3.03498	303	4	3	10	3	1	2	0	6306	28	0	31.5638 	0	0
DL	3.03507	303	5	0	1	3	1	1	0	6306	28	0	46.9403	0	0
DL	3.03512	303	5	0	4	3	1	2	0	6306	28	0	31.5842	0	0
UL	3.03518	303	5	0	7	3	1	1	0	180	0	0	46.8974 	0	0
UL	3.03523	303	5	0	10	3	1	2	0	6306	28	0	31.6492 	0	0
DL	3.03532	303	5	1	1	3	1	1	0	6306	28	0	46.9303	0	0
DL	3.03537	303	5	1	4	3	1	2	0	6306	28	0	31.6193	0	0
UL	3.03543	303	5	1	7	3	1	1	0	180	0	0	46.9268 	0	0
UL	3.03548	303	5	1	10	3	1	2	0	6306	28	0	31.6352 	0	0
DL	3.03557	303	5	2	1	3	1	1	0	6306	28	0	46.9607	0	0
DL	3.03562	303	5	2	4	3	1	2	0	6306	28	0	31.5577	0	0
UL	3.03568	303	5	2	7	3	1	1	0	180	0	0	47.0187 	0	0
UL	3.03573	303	5	2	10	3	1	2	0	6306	28	0	31.5728 	0	0
DL	3.03582	303	5	3	1	3	1	1	0	6306	28	0	47.0007	0	0
DL	3.03587	303	5	3	4	3	1	2	0	6306	28	0	31.6114	0	0
UL	3.03593	303	5	3	7	3	1	1	0	180	0	0	47.0048 	0	0
UL	3.03598	303	5	3	10	3	1	2	0	6306	28	0	31.5598 	0	0
DL	3.03607	303	6	0	1	3	1	1	0	6306	28	0	46.9537	0	0
DL	3.03612	303	6	0	4	3	1	2	0	6306	28	0	31.5682	0	0
UL	3.03618	303	6	0	7	3	1	1	0	180	0	0	47.0567 	0	0
UL	3.03623	303	6	0	10	3	1	2	0	6306	28	0	31.6379 	0	0
DL	3.03632	303	6	1	1	3	1	1	0	6306	28	0	47.0341	0	0
DL	3.03637	303	6	1	4	3	1	2	0	6306	28	0	31.5995	0	0
UL	3.03643	303	6	1	7	3	1	1	0	180	0	0	47.0369 	0	0
UL	3.03648	303	6	1	10	3	1	2	0	6306	28	0	31.5847 	0	0
DL	3.03657	303	6	2	1	3	1	1	0	6306	28	0	46.9942	0	0
DL	3.03662	303	6	2	4	3	1	2	0	6306	28	0	31.6192	0	0
UL	3.03668	303	6	2	7	3	1	1	0	180	0	0	46.9928 	0	0
UL	3.03673	303	6	2	10	3	1	2	0	6306	28	0	31.5903 	0	0
DL	3.03682	303	6	3	1	3	1	1	0	6306	28	0	46.9927	0	0
DL	3.03687	303	6	3	4	3	1	2	0	6306	28	0	31.6749	0	0
UL	3.03693	303	6	3	7	3	1	1	0	180	0	0	46.9772 	0	0
UL	3.03698	303	6	3	10	3	1	2	0	6306	28	0	31.6824 	0	0
DL	3.03707	303	7	0	1	3	1	1	0	6306	28	0	46.9265	0	0
DL	3.03712	303	7	0	4	3	1	2	0	6306	28	0	31.7649	0	0
UL	3.03718	303	7	0	7	3	1	1	0	180	0	0	46.9997 	0	0
UL	3.03723	303	7	0	10	3	1	2	0	6306	28	0	31.7936 	0	0
DL	3.03732	303	7	1	1	3	1	1	0	6306	28	0	47.0512	0	0
DL	3.03737	303	7	1	4	3	1	2	0	6306	28	0	31.8092	0	0
UL	3.03743	303	7	1	7	3	1	1	0	180	0	0	47.0997 	0	0
UL	3.03748	303	7	1	10	3	1	2	0	6306	28	0	31.7462 	0	0
DL	3.03757	303	7	2	1	3	1	1	0	6306	28	0	47.0835	0	0
DL	3.03762	303	7	2	4	3	1	2	0	6306	28	0	31.772	0	0
UL	3.03768	303	7	2	7	3	1	1	0	180	0	0	47.0792 	0	0
UL	3.03773	303	7	2	10	3	1	2	0	6306	28	0	31.7541 	0	0
DL	3.03782	303	7	3	1	3	1	1	0	6306	28	0	47.0565	0	0
DL	3.03787	303	7	3	4	3	1	2	0	6306	28	0	31.7601	0	0
UL	3.03793	303	7	3	7	3	1	1	0	180	0	0	47.0376 	0	0
UL	3.03798	303	7	3	10	3	1	2	0	6306	28	0	31.7524 	0	0
DL	3.03807	303	8	0	1	3	1	1	0	6306	28	0	47.009	0	0
DL	3.03812	303	8	0	4	3	1	2	0	6306	28	0	31.8051	0	0
UL	3.03818	303	8	0	7	3	1	1	0	180	0	0	46.9925 	0	0
UL	3.03823	303	8	0	10	3	1	2	0	6306	28	0	31.846 	0	0
DL	3.03832	303	8	1	1	3	1	1	0	6306	28	0	47.0421	0	0
DL	3.03837	303	8	1	4	3	1	2	0	6306	28	0	31.8047	0	0
UL	3.03843	303	8	1	7	3	1	1	0	180	0	0	47.0783 	0	0
UL	3.03848	303	8	1	10	3	1	2	0	6306	28	0	31.8439 	0	0
DL	3.03857	303	8	2	1	3	1	1	0	6306	28	0	47.0867	0	0
DL	3.03862	303	8	2	4	3	1	2	0	6306	28	0	31.9449	0	0
UL	3.03868	303	8	2	7	3	1	1	0	180	0	0	47.0636 	0	0
UL	3.03873	303	8	2	10	3	1	2	0	6306	28	0	31.9466 	0	0
DL	3.03882	303	8	3	1	3	1	1	0	6306	28	0	47.1155	0	0
DL	3.03887	303	8	3	4	3	1	2	0	6306	28	0	31.8514	0	0
UL	3.03893	303	8	3	7	3	1	1	0	180	0	0	47.0928 	0	0
UL	3.03898	303	8	3	10	3	1	2	0	6306	28	0	31.8967 	0	0
DL	3.03907	303	9	0	1	3	1	1	0	6306	28	0	47.071	0	0
DL	3.03912	303	9	0	4	3	1	2	0	6306	28	0	31.9355	0	0
UL	3.03918	303	9	0	7	3	1	1	0	180	0	0	47.1027 	0	0
UL	3.03923	303	9	0	10	3	1	2	0	6306	28	0	31.9323 	0	0
DL	3.03932	303	9	1	1	3	1	1	0	6306	28	0	47.1883	0	0
DL	3.03937	303	9	1	4	3	1	2	0	6306	28	0	31.9895	0	0
UL	3.03943	303	9	1	7	3	1	1	0	180	0	0	47.1746 	0	0
UL	3.03948	303	9	1	10	3	1	2	0	6306	28	0	31.9613 	0	0
DL	3.03957	303	9	2	1	3	1	1	0	6306	28	0	47.1603	0	0
DL	3.03962	303	9	2	4	3	1	2	0	6306	28	0	31.8845	0	0
UL	3.03968	303	9	2	7	3	1	1	0	180	0	0	47.0643 	0	0
UL	3.03973	303	9	2	10	3	1	2	0	6306	28	0	31.8968 	0	0
DL	3.03982	303	9	3	1	3	1	1	0	6306	28	0	47.1665	0	0
DL	3.03987	303	9	3	4	3	1	2	0	6306	28	0	31.9571	0	0
UL	3.03993	303	9	3	7	3	1	1	0	180	0	0	47.0958 	0	0
UL	3.03998	303	9	3	10	3	1	2	0	6306	28	0	31.9867 	0	0
DL	3.04007	304	0	0	1	3	1	1	0	6306	28	0	47.0755	0	0
DL	3.04012	304	0	0	4	3	1	2	0	6306	28	0	32.0003	0	0
UL	3.04018	304	0	0	7	3	1	1	0	180	0	0	47.0414 	0	0
UL	3.04023	304	0	0	10	3	1	2	0	6306	28	0	31.9589 	0	0
DL	3.04032	304	0	1	1	3	1	1	0	6306	28	0	47.0523	0	0
DL	3.04037	304	0	1	4	3	1	2	0	6306	28	0	31.9547	0	0
UL	3.04043	304	0	1	7	3	1	1	0	180	0	0	46.9989 	0	0
UL	3.04048	304	0	1	10	3	1	2	0	6306	28	0	31.9106 	0	0
DL	3.04057	304	0	2	1	3	1	1	0	6306	28	0	46.9722	0	0
DL	3.04062	304	0	2	4	3	1	2	0	6306	28	0	31.855	0	0
UL	3.04068	304	0	2	7	3	1	1	0	180	0	0	47.0116 	0	0
UL	3.04073	304	0	2	10	3	1	2	0	6306	28	0	31.876 	0	0
DL	3.04082	304	0	3	1	3	1	1	0	6306	28	0	47.0833	0	0
DL	3.04087	304	0	3	4	3	1	2	0	6306	28	0	31.9152	0	0
UL	3.04093	304	0	3	7	3	1	1	0	180	0	0	47.0017 	0	0
UL	3.04098	304	0	3	10	3	1	2	0	6306	28	0	31.9777 	0	0
DL	3.04107	304	1	0	1	3	1	1	0	6306	28	0	46.8957	0	0
DL	3.04112	304	1	0	4	3	1	2	0	6306	28	0	31.987	0	0
UL	3.04118	304	1	0	7	3	1	1	0	180	0	0	46.9193 	0	0
UL	3.04123	304	1	0	10	3	1	2	0	6306	28	0	31.9723 	0	0
DL	3.04132	304	1	1	1	3	1	1	0	6306	28	0	46.9766	0	0
DL	3.04137	304	1	1	4	3	1	2	0	6306	28	0	31.9542	0	0
UL	3.04143	304	1	1	7	3	1	1	0	180	0	0	47.0223 	0	0
UL	3.04148	304	1	1	10	3	1	2	0	6306	28	0	31.984 	0	0
DL	3.04157	304	1	2	1	3	1	1	0	6306	28	0	46.9611	0	0
DL	3.04162	304	1	2	4	3	1	2	0	6306	28	0	31.9798	0	0
UL	3.04168	304	1	2	7	3	1	1	0	180	0	0	46.98 	0	0
UL	3.04173	304	1	2	10	3	1	2	0	6306	28	0	32.0039 	0	0
DL	3.04182	304	1	3	1	3	1	1	0	6306	28	0	46.9283	0	0
DL	3.04187	304	1	3	4	3	1	2	0	6306	28	0	31.9665	0	0
UL	3.04193	304	1	3	7	3	1	1	0	180	0	0	46.9362 	0	0
UL	3.04198	304	1	3	10	3	1	2	0	6306	28	0	31.9686 	0	0
DL	3.04207	304	2	0	1	3	1	1	0	6306	28	0	46.9265	0	0
DL	3.04212	304	2	0	4	3	1	2	0	6306	28	0	32.0481	0	0
UL	3.04218	304	2	0	7	3	1	1	0	180	0	0	46.9336 	0	0
UL	3.04223	304	2	0	10	3	1	2	0	6306	28	0	31.9484 	0	0
DL	3.04232	304	2	1	1	3	1	1	0	6306	28	0	46.8501	0	0
DL	3.04237	304	2	1	4	3	1	2	0	6306	28	0	32.0024	0	0
UL	3.04243	304	2	1	7	3	1	1	0	180	0	0	46.8657 	0	0
UL	3.04248	304	2	1	10	3	1	2	0	6306	28	0	32.0347 	0	0
DL	3.04257	304	2	2	1	3	1	1	0	6306	28	0	46.91	0	0
DL	3.04262	304	2	2	4	3	1	2	0	6306	28	0	32.0439	0	0
UL	3.04268	304	2	2	7	3	1	1	0	180	0	0	46.9218 	0	0
UL	3.04273	304	2	2	10	3	1	2	0	6306	28	0	31.9723 	0	0
DL	3.04282	304	2	3	1	3	1	1	0	6306	28	0	46.8865	0	0
DL	3.04287	304	2	3	4	3	1	2	0	6306	28	0	31.9829	0	0
UL	3.04293	304	2	3	7	3	1	1	0	180	0	0	46.8556 	0	0
UL	3.04298	304	2	3	10	3	1	2	0	6306	28	0	31.9659 	0	0
DL	3.04307	304	3	0	1	3	1	1	0	6306	28	0	46.8593	0	0
DL	3.04312	304	3	0	4	3	1	2	0	6306	28	0	32.0259	0	0
UL	3.04318	304	3	0	7	3	1	1	0	180	0	0	46.8592 	0	0
UL	3.04323	304	3	0	10	3	1	2	0	6306	28	0	32.0481 	0	0
DL	3.04332	304	3	1	1	3	1	1	0	6306	28	0	46.9405	0	0
DL	3.04337	304	3	1	4	3	1	2	0	6306	28	0	32.1186	0	0
UL	3.04343	304	3	1	7	3	1	1	0	180	0	0	46.9423 	0	0
UL	3.04348	304	3	1	10	3	1	2	0	6306	28	0	32.1158 	0	0
DL	3.04357	304	3	2	1	3	1	1	0	6306	28	0	46.8113	0	0
DL	3.04362	304	3	2	4	3	1	2	0	6306	28	0	32.1454	0	0
UL	3.04368	304	3	2	7	3	1	1	0	180	0	0	46.76 	0	0
UL	3.04373	304	3	2	10	3	1	2	0	6306	28	0	32.1359 	0	0
DL	3.04382	304	3	3	1	3	1	1	0	6306	28	0	46.7801	0	0
DL	3.04387	304	3	3	4	3	1	2	0	6306	28	0	32.1683	0	0
UL	3.04393	304	3	3	7	3	1	1	0	180	0	0	46.732 	0	0
UL	3.04398	304	3	3	10	3	1	2	0	6306	28	0	32.2262 	0	0
DL	3.04407	304	4	0	1	3	1	1	0	6306	28	0	46.8207	0	0
DL	3.04412	304	4	0	4	3	1	2	0	6306	28	0	32.154	0	0
UL	3.04418	304	4	0	7	3	1	1	0	180	0	0	46.7667 	0	0
UL	3.04423	304	4	0	10	3	1	2	0	6306	28	0	32.1196 	0	0
DL	3.04432	304	4	1	1	3	1	1	0	6306	28	0	46.7432	0	0
DL	3.04437	304	4	1	4	3	1	2	0	6306	28	0	32.072	0	0
UL	3.04443	304	4	1	7	3	1	1	0	180	0	0	46.7622 	0	0
UL	3.04448	304	4	1	10	3	1	2	0	6306	28	0	32.0921 	0	0
DL	3.04457	304	4	2	1	3	1	1	0	6306	28	0	46.8037	0	0
DL	3.04462	304	4	2	4	3	1	2	0	6306	28	0	32.0301	0	0
UL	3.04468	304	4	2	7	3	1	1	0	180	0	0	46.8218 	0	0
UL	3.04473	304	4	2	10	3	1	2	0	6306	28	0	32.1213 	0	0
DL	3.04482	304	4	3	1	3	1	1	0	6306	28	0	46.8156	0	0
DL	3.04487	304	4	3	4	3	1	2	0	6306	28	0	32.1571	0	0
UL	3.04493	304	4	3	7	3	1	1	0	180	0	0	46.6835 	0	0
UL	3.04498	304	4	3	10	3	1	2	0	6306	28	0	32.1186 	0	0
DL	3.04507	304	5	0	1	3	1	1	0	6306	28	0	46.7213	0	0
DL	3.04512	304	5	0	4	3	1	2	0	6306	28	0	32.1141	0	0
UL	3.04518	304	5	0	7	3	1	1	0	180	0	0	46.8088 	0	0
UL	3.04523	304	5	0	10	3	1	2	0	6306	28	0	32.1396 	0	0
DL	3.04532	304	5	1	1	3	1	1	0	6306	28	0	46.7922	0	0
DL	3.04537	304	5	1	4	3	1	2	0	6306	28	0	32.0899	0	0
UL	3.04543	304	5	1	7	3	1	1	0	180	0	0	46.8173 	0	0
UL	3.04548	304	5	1	10	3	1	2	0	6306	28	0	32.1267 	0	0
DL	3.04557	304	5	2	1	3	1	1	0	6306	28	0	46.724	0	0
DL	3.04562	304	5	2	4	3	1	2	0	6306	28	0	32.1191	0	0
UL	3.04568	304	5	2	7	3	1	1	0	180	0	0	46.7035 	0	0
UL	3.04573	304	5	2	10	3	1	2	0	6306	28	0	32.1636 	0	0
DL	3.04582	304	5	3	1	3	1	1	0	6306	28	0	46.6873	0	0
DL	3.04587	304	5	3	4	3	1	2	0	6306	28	0	32.232	0	0
UL	3.04593	304	5	3	7	3	1	1	0	180	0	0	46.6423 	0	0
UL	3.04598	304	5	3	10	3	1	2	0	6306	28	0	32.1986 	0	0
DL	3.04607	304	6	0	1	3	1	1	0	6306	28	0	46.65	0	0
DL	3.04612	304	6	0	4	3	1	2	0	6306	28	0	32.143	0	0
UL	3.04618	304	6	0	7	3	1	1	0	180	0	0	46.6373 	0	0
UL	3.04623	304	6	0	10	3	1	2	0	6306	28	0	32.1558 	0	0
DL	3.04632	304	6	1	1	3	1	1	0	6306	28	0	46.534	0	0
DL	3.04637	304	6	1	4	3	1	2	0	6306	28	0	32.0841	0	0
UL	3.04643	304	6	1	7	3	1	1	0	180	0	0	46.4892 	0	0
UL	3.04648	304	6	1	10	3	1	2	0	6306	28	0	32.0575 	0	0
DL	3.04657	304	6	2	1	3	1	1	0	6306	28	0	46.4969	0	0
DL	3.04662	304	6	2	4	3	1	2	0	6306	28	0	32.0972	0	0
UL	3.04668	304	6	2	7	3	1	1	0	180	0	0	46.5104 	0	0
UL	3.04673	304	6	2	10	3	1	2	0	6306	28	0	32.1823 	0	0
DL	3.04682	304	6	3	1	3	1	1	0	6306	28	0	46.532	0	0
DL	3.04687	304	6	3	4	3	1	2	0	6306	28	0	32.1563	0	0
UL	3.04693	304	6	3	7	3	1	1	0	180	0	0	46.5671 	0	0
UL	3.04698	304	6	3	10	3	1	2	0	6306	28	0	32.1805 	0	0
DL	3.04707	304	7	0	1	3	1	1	0	6306	28	0	46.6073	0	0
DL	3.04712	304	7	0	4	3	1	2	0	6306	28	0	32.1897	0	0
UL	3.04718	304	7	0	7	3	1	1	0	180	0	0	46.6097 	0	0
UL	3.04723	304	7	0	10	3	1	2	0	6306	28	0	32.2444 	0	0
DL	3.04732	304	7	1	1	3	1	1	0	6306	28	0	46.7159	0	0
DL	3.04737	304	7	1	4	3	1	2	0	6306	28	0	32.2892	0	0
UL	3.04743	304	7	1	7	3	1	1	0	180	0	0	46.6993 	0	0
UL	3.04748	304	7	1	10	3	1	2	0	6306	28	0	32.2418 	0	0
DL	3.04757	304	7	2	1	3	1	1	0	6306	28	0	46.8122	0	0
DL	3.04762	304	7	2	4	3	1	2	0	6306	28	0	32.1414	0	0
UL	3.04768	304	7	2	7	3	1	1	0	180	0	0	46.7962 	0	0
UL	3.04773	304	7	2	10	3	1	2	0	6306	28	0	32.1796 	0	0
DL	3.04782	304	7	3	1	3	1	1	0	6306	28	0	46.7812	0	0
DL	3.04787	304	7	3	4	3	1	2	0	6306	28	0	32.2167	0	0
UL	3.04793	304	7	3	7	3	1	1	0	180	0	0	46.8246 	0	0
UL	3.04798	304	7	3	10	3	1	2	0	6306	28	0	32.1872 	0	0
DL	3.04807	304	8	0	1	3	1	1	0	6306	28	0	46.7814	0	0
DL	3.04812	304	8	0	4	3	1	2	0	6306	28	0	32.2047	0	0
UL	3.04818	304	8	0	7	3	1	1	0	180	0	0	46.7994 	0	0
UL	3.04823	304	8	0	10	3	1	2	0	6306	28	0	32.2196 	0	0
DL	3.04832	304	8	1	1	3	1	1	0	6306	28	0	46.784	0	0
DL	3.04837	304	8	1	4	3	1	2	0	6306	28	0	32.1581	0	0
UL	3.04843	304	8	1	7	3	1	1	0	180	0	0	46.8802 	0	0
UL	3.04848	304	8	1	10	3	1	2	0	6306	28	0	32.1572 	0	0
DL	3.04857	304	8	2	1	3	1	1	0	6306	28	0	46.8821	0	0
DL	3.04862	304	8	2	4	3	1	2	0	6306	28	0	32.1958	0	0
UL	3.04868	304	8	2	7	3	1	1	0	180	0	0	46.9151 	0	0
UL	3.04873	304	8	2	10	3	1	2	0	6306	28	0	32.1481 	0	0
DL	3.04882	304	8	3	1	3	1	1	0	6306	28	0	46.856	0	0
DL	3.04887	304	8	3	4	3	1	2	0	6306	28	0	32.1759	0	0
UL	3.04893	304	8	3	7	3	1	1	0	180	0	0	46.8521 	0	0
UL	3.04898	304	8	3	10	3	1	2	0	6306	28	0	32.2116 	0	0
DL	3.04907	304	9	0	1	3	1	1	0	6306	28	0	46.8009	0	0
DL	3.04912	304	9	0	4	3	1	2	0	6306	28	0	32.1803	0	0
UL	3.04918	304	9	0	7	3	1	1	0	180	0	0	46.7623 	0	0
UL	3.04923	304	9	0	10	3	1	2	0	6306	28	0	32.2642 	0	0
DL	3.04932	304	9	1	1	3	1	1	0	6306	28	0	46.7513	0	0
DL	3.04937	304	9	1	4	3	1	2	0	6306	28	0	32.2962	0	0
UL	3.04943	304	9	1	7	3	1	1	0	180	0	0	46.719 	0	0
UL	3.04948	304	9	1	10	3	1	2	0	6306	28	0	32.3183 	0	0
DL	3.04957	304	9	2	1	3	1	1	0	6306	28	0	46.7293	0	0
DL	3.04962	304	9	2	4	3	1	2	0	6306	28	0	32.353	0	0
UL	3.04968	304	9	2	7	3	1	1	0	180	0	0	46.783 	0	0
UL	3.04973	304	9	2	10	3	1	2	0	6306	28	0	32.3203 	0	0
DL	3.04982	304	9	3	1	3	1	1	0	6306	28	0	46.7885	0	0
DL	3.04987	304	9	3	4	3	1	2	0	6306	28	0	32.3056	0	0
UL	3.04993	304	9	3	7	3	1	1	0	180	0	0	46.8037 	0	0
UL	3.04998	304	9	3	10	3	1	2	0	6306	28	0	32.2815 	0	0
DL	3.05007	305	0	0	1	3	1	1	0	6306	28	0	46.7565	0	0
DL	3.05012	305	0	0	4	3	1	2	0	6306	28	0	32.2623	0	0
UL	3.05018	305	0	0	7	3	1	1	0	180	0	0	46.7284 	0	0
UL	3.05023	305	0	0	10	3	1	2	0	6306	28	0	32.3259 	0	0
DL	3.05032	305	0	1	1	3	1	1	0	6306	28	0	46.6833	0	0
DL	3.05037	305	0	1	4	3	1	2	0	6306	28	0	32.3046	0	0
UL	3.05043	305	0	1	7	3	1	1	0	180	0	0	46.5919 	0	0
UL	3.05048	305	0	1	10	3	1	2	0	6306	28	0	32.2412 	0	0
DL	3.05057	305	0	2	1	3	1	1	0	6306	28	0	46.5498	0	0
DL	3.05062	305	0	2	4	3	1	2	0	6306	28	0	32.283	0	0
UL	3.05068	305	0	2	7	3	1	1	0	180	0	0	46.5603 	0	0
UL	3.05073	305	0	2	10	3	1	2	0	6306	28	0	32.3114 	0	0
DL	3.05082	305	0	3	1	3	1	1	0	6306	28	0	46.5658	0	0
DL	3.05087	305	0	3	4	3	1	2	0	6306	28	0	32.3747	0	0
UL	3.05093	305	0	3	7	3	1	1	0	180	0	0	46.6108 	0	0
UL	3.05098	305	0	3	10	3	1	2	0	6306	28	0	32.3418 	0	0
DL	3.05107	305	1	0	1	3	1	1	0	6306	28	0	46.4864	0	0
DL	3.05112	305	1	0	4	3	1	2	0	6306	28	0	32.2878	0	0
UL	3.05118	305	1	0	7	3	1	1	0	180	0	0	46.5171 	0	0
UL	3.05123	305	1	0	10	3	1	2	0	6306	28	0	32.2103 	0	0
DL	3.05132	305	1	1	1	3	1	1	0	6306	28	0	46.4953	0	0
DL	3.05137	305	1	1	4	3	1	2	0	6306	28	0	32.1782	0	0
UL	3.05143	305	1	1	7	3	1	1	0	180	0	0	46.5042 	0	0
UL	3.05148	305	1	1	10	3	1	2	0	6306	28	0	32.2308 	0	0
DL	3.05157	305	1	2	1	3	1	1	0	6306	28	0	46.4766	0	0
DL	3.05162	305	1	2	4	3	1	2	0	6306	28	0	32.293	0	0
UL	3.05168	305	1	2	7	3	1	1	0	180	0	0	46.3936 	0	0
UL	3.05173	305	1	2	10	3	1	2	0	6306	28	0	32.3736 	0	0
DL	3.05182	305	1	3	1	3	1	1	0	6306	28	0	46.4726	0	0
DL	3.05187	305	1	3	4	3	1	2	0	6306	28	0	32.3537	0	0
UL	3.05193	305	1	3	7	3	1	1	0	180	0	0	46.5148 	0	0
UL	3.05198	305	1	3	10	3	1	2	0	6306	28	0	32.4356 	0	0
DL	3.05207	305	2	0	1	3	1	1	0	6306	28	0	46.4257	0	0
DL	3.05212	305	2	0	4	3	1	2	0	6306	28	0	32.4742	0	0
UL	3.05218	305	2	0	7	3	1	1	0	180	0	0	46.5043 	0	0
UL	3.05223	305	2	0	10	3	1	2	0	6306	28	0	32.3957 	0	0
DL	3.05232	305	2	1	1	3	1	1	0	6306	28	0	46.5896	0	0
DL	3.05237	305	2	1	4	3	1	2	0	6306	28	0	32.4676	0	0
UL	3.05243	305	2	1	7	3	1	1	0	180	0	0	46.5704 	0	0
UL	3.05248	305	2	1	10	3	1	2	0	6306	28	0	32.4473 	0	0
DL	3.05257	305	2	2	1	3	1	1	0	6306	28	0	46.559	0	0
DL	3.05262	305	2	2	4	3	1	2	0	6306	28	0	32.4274	0	0
UL	3.05268	305	2	2	7	3	1	1	0	180	0	0	46.4805 	0	0
UL	3.05273	305	2	2	10	3	1	2	0	6306	28	0	32.4026 	0	0
DL	3.05282	305	2	3	1	3	1	1	0	6306	28	0	46.4538	0	0
DL	3.05287	305	2	3	4	3	1	2	0	6306	28	0	32.3849	0	0
UL	3.05293	305	2	3	7	3	1	1	0	180	0	0	46.3837 	0	0
UL	3.05298	305	2	3	10	3	1	2	0	6306	28	0	32.318 	0	0
DL	3.05307	305	3	0	1	3	1	1	0	6306	28	0	46.3821	0	0
DL	3.05312	305	3	0	4	3	1	2	0	6306	28	0	32.4452	0	0
UL	3.05318	305	3	0	7	3	1	1	0	180	0	0	46.3296 	0	0
UL	3.05323	305	3	0	10	3	1	2	0	6306	28	0	32.4653 	0	0
DL	3.05332	305	3	1	1	3	1	1	0	6306	28	0	46.3491	0	0
DL	3.05337	305	3	1	4	3	1	2	0	6306	28	0	32.4833	0	0
UL	3.05343	305	3	1	7	3	1	1	0	180	0	0	46.4135 	0	0
UL	3.05348	305	3	1	10	3	1	2	0	6306	28	0	32.5281 	0	0
DL	3.05357	305	3	2	1	3	1	1	0	6306	28	0	46.4398	0	0
DL	3.05362	305	3	2	4	3	1	2	0	6306	28	0	32.5	0	0
UL	3.05368	305	3	2	7	3	1	1	0	180	0	0	46.3504 	0	0
UL	3.05373	305	3	2	10	3	1	2	0	6306	28	0	32.4905 	0	0
DL	3.05382	305	3	3	1	3	1	1	0	6306	28	0	46.4294	0	0
DL	3.05387	305	3	3	4	3	1	2	0	6306	28	0	32.5138	0	0
UL	3.05393	305	3	3	7	3	1	1	0	180	0	0	46.4128 	0	0
UL	3.05398	305	3	3	10	3	1	2	0	6306	28	0	32.4752 	0	0
DL	3.05407	305	4	0	1	3	1	1	0	6306	28	0	46.5356	0	0
DL	3.05412	305	4	0	4	3	1	2	0	6306	28	0	32.4447	0	0
UL	3.05418	305	4	0	7	3	1	1	0	180	0	0	46.4896 	0	0
UL	3.05423	305	4	0	10	3	1	2	0	6306	28	0	32.4221 	0	0
DL	3.05432	305	4	1	1	3	1	1	0	6306	28	0	46.49	0	0
DL	3.05437	305	4	1	4	3	1	2	0	6306	28	0	32.4055	0	0
UL	3.05443	305	4	1	7	3	1	1	0	180	0	0	46.5673 	0	0
UL	3.05448	305	4	1	10	3	1	2	0	6306	28	0	32.3796 	0	0
DL	3.05457	305	4	2	1	3	1	1	0	6306	28	0	46.5476	0	0
DL	3.05462	305	4	2	4	3	1	2	0	6306	28	0	32.4167	0	0
UL	3.05468	305	4	2	7	3	1	1	0	180	0	0	46.5235 	0	0
UL	3.05473	305	4	2	10	3	1	2	0	6306	28	0	32.3888 	0	0
DL	3.05482	305	4	3	1	3	1	1	0	6306	28	0	46.5036	0	0
DL	3.05487	305	4	3	4	3	1	2	0	6306	28	0	32.3296	0	0
UL	3.05493	305	4	3	7	3	1	1	0	180	0	0	46.5433 	0	0
UL	3.05498	305	4	3	10	3	1	2	0	6306	28	0	32.3397 	0	0
DL	3.05507	305	5	0	1	3	1	1	0	6306	28	0	46.6315	0	0
DL	3.05512	305	5	0	4	3	1	2	0	6306	28	0	32.4016	0	0
UL	3.05518	305	5	0	7	3	1	1	0	180	0	0	46.6495 	0	0
UL	3.05523	305	5	0	10	3	1	2	0	6306	28	0	32.3789 	0	0
DL	3.05532	305	5	1	1	3	1	1	0	6306	28	0	46.5855	0	0
DL	3.05537	305	5	1	4	3	1	2	0	6306	28	0	32.3496	0	0
UL	3.05543	305	5	1	7	3	1	1	0	180	0	0	46.6085 	0	0
UL	3.05548	305	5	1	10	3	1	2	0	6306	28	0	32.3552 	0	0
DL	3.05557	305	5	2	1	3	1	1	0	6306	28	0	46.6684	0	0
DL	3.05562	305	5	2	4	3	1	2	0	6306	28	0	32.3399	0	0
UL	3.05568	305	5	2	7	3	1	1	0	180	0	0	46.6977 	0	0
UL	3.05573	305	5	2	10	3	1	2	0	6306	28	0	32.3019 	0	0
DL	3.05582	305	5	3	1	3	1	1	0	6306	28	0	46.6744	0	0
DL	3.05587	305	5	3	4	3	1	2	0	6306	28	0	32.208	0	0
UL	3.05593	305	5	3	7	3	1	1	0	180	0	0	46.6567 	0	0
UL	3.05598	305	5	3	10	3	1	2	0	6306	28	0	32.1636 	0	0
DL	3.05607	305	6	0	1	3	1	1	0	6306	28	0	46.6598	0	0
DL	3.05612	305	6	0	4	3	1	2	0	6306	28	0	32.1338	0	0
UL	3.05618	305	6	0	7	3	1	1	0	180	0	0	46.6647 	0	0
UL	3.05623	305	6	0	10	3	1	2	0	6306	28	0	32.1753 	0	0
DL	3.05632	305	6	1	1	3	1	1	0	6306	28	0	46.7176	0	0
DL	3.05637	305	6	1	4	3	1	2	0	6306	28	0	32.1314	0	0
UL	3.05643	305	6	1	7	3	1	1	0	180	0	0	46.7614 	0	0
UL	3.05648	305	6	1	10	3	1	2	0	6306	28	0	32.182 	0	0
DL	3.05657	305	6	2	1	3	1	1	0	6306	28	0	46.7524	0	0
