DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.209821	20	9	3	1	3	1	1	0	6306	28	0	50.8906	0	0
DL	0.209875	20	9	3	4	3	1	2	0	6306	28	0	48.2674	0	0
UL	0.209929	20	9	3	7	3	1	1	0	180	0	0	50.9234 	0	0
UL	0.209982	20	9	3	10	3	1	2	0	6306	28	0	48.2687 	0	0
DL	0.210071	21	0	0	1	3	1	1	0	6306	28	0	50.9826	0	0
DL	0.210125	21	0	0	4	3	1	2	0	6306	28	0	48.279	0	0
UL	0.210179	21	0	0	7	3	1	1	0	180	0	0	50.9962 	0	0
UL	0.210232	21	0	0	10	3	1	2	0	6306	28	0	48.2647 	0	0
DL	0.210321	21	0	1	1	3	1	1	0	6306	28	0	51.0188	0	0
DL	0.210375	21	0	1	4	3	1	2	0	6306	28	0	48.2861	0	0
UL	0.210429	21	0	1	7	3	1	1	0	180	0	0	51.0447 	0	0
UL	0.210482	21	0	1	10	3	1	2	0	6306	28	0	48.2828 	0	0
DL	0.210571	21	0	2	1	3	1	1	0	6306	28	0	51.0532	0	0
DL	0.210625	21	0	2	4	3	1	2	0	6306	28	0	48.2591	0	0
UL	0.210679	21	0	2	7	3	1	1	0	180	0	0	51.0912 	0	0
UL	0.210732	21	0	2	10	3	1	2	0	6306	28	0	48.218 	0	0
DL	0.210821	21	0	3	1	3	1	1	0	6306	28	0	51.0628	0	0
DL	0.210875	21	0	3	4	3	1	2	0	6306	28	0	48.2583	0	0
UL	0.210929	21	0	3	7	3	1	1	0	180	0	0	51.0349 	0	0
UL	0.210982	21	0	3	10	3	1	2	0	6306	28	0	48.2281 	0	0
DL	0.211071	21	1	0	1	3	1	1	0	6306	28	0	51.0354	0	0
DL	0.211125	21	1	0	4	3	1	2	0	6306	28	0	48.261	0	0
UL	0.211179	21	1	0	7	3	1	1	0	180	0	0	51.0571 	0	0
UL	0.211232	21	1	0	10	3	1	2	0	6306	28	0	48.2225 	0	0
DL	0.211321	21	1	1	1	3	1	1	0	6306	28	0	50.9899	0	0
DL	0.211375	21	1	1	4	3	1	2	0	6306	28	0	48.179	0	0
UL	0.211429	21	1	1	7	3	1	1	0	180	0	0	50.9502 	0	0
UL	0.211482	21	1	1	10	3	1	2	0	6306	28	0	48.1758 	0	0
DL	0.211571	21	1	2	1	3	1	1	0	6306	28	0	50.9392	0	0
DL	0.211625	21	1	2	4	3	1	2	0	6306	28	0	48.2896	0	0
UL	0.211679	21	1	2	7	3	1	1	0	180	0	0	50.864 	0	0
UL	0.211732	21	1	2	10	3	1	2	0	6306	28	0	48.3286 	0	0
DL	0.211821	21	1	3	1	3	1	1	0	6306	28	0	50.9366	0	0
DL	0.211875	21	1	3	4	3	1	2	0	6306	28	0	48.2788	0	0
UL	0.211929	21	1	3	7	3	1	1	0	180	0	0	50.8877 	0	0
UL	0.211982	21	1	3	10	3	1	2	0	6306	28	0	48.3147 	0	0
DL	0.212071	21	2	0	1	3	1	1	0	6306	28	0	50.9034	0	0
DL	0.212125	21	2	0	4	3	1	2	0	6306	28	0	48.1662	0	0
UL	0.212179	21	2	0	7	3	1	1	0	180	0	0	50.8352 	0	0
UL	0.212232	21	2	0	10	3	1	2	0	6306	28	0	48.1773 	0	0
DL	0.212321	21	2	1	1	3	1	1	0	6306	28	0	50.8469	0	0
DL	0.212375	21	2	1	4	3	1	2	0	6306	28	0	48.1829	0	0
UL	0.212429	21	2	1	7	3	1	1	0	180	0	0	50.8853 	0	0
UL	0.212482	21	2	1	10	3	1	2	0	6306	28	0	48.2129 	0	0
DL	0.212571	21	2	2	1	3	1	1	0	6306	28	0	50.861	0	0
DL	0.212625	21	2	2	4	3	1	2	0	6306	28	0	48.2549	0	0
UL	0.212679	21	2	2	7	3	1	1	0	180	0	0	50.9261 	0	0
UL	0.212732	21	2	2	10	3	1	2	0	6306	28	0	48.2065 	0	0
DL	0.212821	21	2	3	1	3	1	1	0	6306	28	0	50.8902	0	0
DL	0.212875	21	2	3	4	3	1	2	0	6306	28	0	48.1018	0	0
UL	0.212929	21	2	3	7	3	1	1	0	180	0	0	50.8397 	0	0
UL	0.212982	21	2	3	10	3	1	2	0	6306	28	0	48.1636 	0	0
DL	0.213071	21	3	0	1	3	1	1	0	6306	28	0	50.8901	0	0
DL	0.213125	21	3	0	4	3	1	2	0	6306	28	0	48.1582	0	0
UL	0.213179	21	3	0	7	3	1	1	0	180	0	0	50.8804 	0	0
UL	0.213232	21	3	0	10	3	1	2	0	6306	28	0	48.1665 	0	0
DL	0.213321	21	3	1	1	3	1	1	0	6306	28	0	50.8453	0	0
DL	0.213375	21	3	1	4	3	1	2	0	6306	28	0	48.175	0	0
UL	0.213429	21	3	1	7	3	1	1	0	180	0	0	50.8499 	0	0
UL	0.213482	21	3	1	10	3	1	2	0	6306	28	0	48.0774 	0	0
DL	0.213571	21	3	2	1	3	1	1	0	6306	28	0	50.871	0	0
DL	0.213625	21	3	2	4	3	1	2	0	6306	28	0	48.1119	0	0
UL	0.213679	21	3	2	7	3	1	1	0	180	0	0	50.8636 	0	0
UL	0.213732	21	3	2	10	3	1	2	0	6306	28	0	48.0891 	0	0
DL	0.213821	21	3	3	1	3	1	1	0	6306	28	0	50.8815	0	0
DL	0.213875	21	3	3	4	3	1	2	0	6306	28	0	47.958	0	0
UL	0.213929	21	3	3	7	3	1	1	0	180	0	0	50.8691 	0	0
UL	0.213982	21	3	3	10	3	1	2	0	6306	28	0	47.9777 	0	0
DL	0.214071	21	4	0	1	3	1	1	0	6306	28	0	50.7898	0	0
DL	0.214125	21	4	0	4	3	1	2	0	6306	28	0	47.9391	0	0
UL	0.214179	21	4	0	7	3	1	1	0	180	0	0	50.8209 	0	0
UL	0.214232	21	4	0	10	3	1	2	0	6306	28	0	47.9546 	0	0
DL	0.214321	21	4	1	1	3	1	1	0	6306	28	0	50.852	0	0
DL	0.214375	21	4	1	4	3	1	2	0	6306	28	0	47.9624	0	0
UL	0.214429	21	4	1	7	3	1	1	0	180	0	0	50.865 	0	0
UL	0.214482	21	4	1	10	3	1	2	0	6306	28	0	47.9777 	0	0
DL	0.214571	21	4	2	1	3	1	1	0	6306	28	0	50.901	0	0
DL	0.214625	21	4	2	4	3	1	2	0	6306	28	0	47.9307	0	0
UL	0.214679	21	4	2	7	3	1	1	0	180	0	0	50.854 	0	0
UL	0.214732	21	4	2	10	3	1	2	0	6306	28	0	47.9264 	0	0
DL	0.214821	21	4	3	1	3	1	1	0	6306	28	0	50.8277	0	0
DL	0.214875	21	4	3	4	3	1	2	0	6306	28	0	47.8482	0	0
UL	0.214929	21	4	3	7	3	1	1	0	180	0	0	50.7964 	0	0
UL	0.214982	21	4	3	10	3	1	2	0	6306	28	0	47.8927 	0	0
DL	0.215071	21	5	0	1	3	1	1	0	6306	28	0	50.8107	0	0
DL	0.215125	21	5	0	4	3	1	2	0	6306	28	0	47.8809	0	0
UL	0.215179	21	5	0	7	3	1	1	0	180	0	0	50.7632 	0	0
UL	0.215232	21	5	0	10	3	1	2	0	6306	28	0	47.8338 	0	0
DL	0.215321	21	5	1	1	3	1	1	0	6306	28	0	50.8159	0	0
DL	0.215375	21	5	1	4	3	1	2	0	6306	28	0	47.809	0	0
UL	0.215429	21	5	1	7	3	1	1	0	180	0	0	50.8354 	0	0
UL	0.215482	21	5	1	10	3	1	2	0	6306	28	0	47.8427 	0	0
DL	0.215571	21	5	2	1	3	1	1	0	6306	28	0	50.8812	0	0
DL	0.215625	21	5	2	4	3	1	2	0	6306	28	0	47.7668	0	0
UL	0.215679	21	5	2	7	3	1	1	0	180	0	0	50.9047 	0	0
UL	0.215732	21	5	2	10	3	1	2	0	6306	28	0	47.7869 	0	0
DL	0.215821	21	5	3	1	3	1	1	0	6306	28	0	50.9188	0	0
DL	0.215875	21	5	3	4	3	1	2	0	6306	28	0	47.7559	0	0
UL	0.215929	21	5	3	7	3	1	1	0	180	0	0	50.9137 	0	0
UL	0.215982	21	5	3	10	3	1	2	0	6306	28	0	47.6892 	0	0
DL	0.216071	21	6	0	1	3	1	1	0	6306	28	0	50.8718	0	0
DL	0.216125	21	6	0	4	3	1	2	0	6306	28	0	47.6315	0	0
UL	0.216179	21	6	0	7	3	1	1	0	180	0	0	50.8238 	0	0
UL	0.216232	21	6	0	10	3	1	2	0	6306	28	0	47.6201 	0	0
DL	0.216321	21	6	1	1	3	1	1	0	6306	28	0	50.8011	0	0
DL	0.216375	21	6	1	4	3	1	2	0	6306	28	0	47.5188	0	0
UL	0.216429	21	6	1	7	3	1	1	0	180	0	0	50.7171 	0	0
UL	0.216482	21	6	1	10	3	1	2	0	6306	28	0	47.5395 	0	0
DL	0.216571	21	6	2	1	3	1	1	0	6306	28	0	50.6641	0	0
DL	0.216625	21	6	2	4	3	1	2	0	6306	28	0	47.4976	0	0
UL	0.216679	21	6	2	7	3	1	1	0	180	0	0	50.6215 	0	0
UL	0.216732	21	6	2	10	3	1	2	0	6306	28	0	47.4763 	0	0
DL	0.216821	21	6	3	1	3	1	1	0	6306	28	0	50.6258	0	0
DL	0.216875	21	6	3	4	3	1	2	0	6306	28	0	47.5189	0	0
UL	0.216929	21	6	3	7	3	1	1	0	180	0	0	50.5716 	0	0
UL	0.216982	21	6	3	10	3	1	2	0	6306	28	0	47.56 	0	0
DL	0.217071	21	7	0	1	3	1	1	0	6306	28	0	50.5363	0	0
DL	0.217125	21	7	0	4	3	1	2	0	6306	28	0	47.563	0	0
UL	0.217179	21	7	0	7	3	1	1	0	180	0	0	50.5287 	0	0
UL	0.217232	21	7	0	10	3	1	2	0	6306	28	0	47.6744 	0	0
DL	0.217321	21	7	1	1	3	1	1	0	6306	28	0	50.5215	0	0
DL	0.217375	21	7	1	4	3	1	2	0	6306	28	0	47.6605	0	0
UL	0.217429	21	7	1	7	3	1	1	0	180	0	0	50.5738 	0	0
UL	0.217482	21	7	1	10	3	1	2	0	6306	28	0	47.6534 	0	0
DL	0.217571	21	7	2	1	3	1	1	0	6306	28	0	50.5215	0	0
DL	0.217625	21	7	2	4	3	1	2	0	6306	28	0	47.6463	0	0
UL	0.217679	21	7	2	7	3	1	1	0	180	0	0	50.5199 	0	0
UL	0.217732	21	7	2	10	3	1	2	0	6306	28	0	47.6035 	0	0
DL	0.217821	21	7	3	1	3	1	1	0	6306	28	0	50.4887	0	0
DL	0.217875	21	7	3	4	3	1	2	0	6306	28	0	47.6521	0	0
UL	0.217929	21	7	3	7	3	1	1	0	180	0	0	50.4836 	0	0
UL	0.217982	21	7	3	10	3	1	2	0	6306	28	0	47.6303 	0	0
DL	0.218071	21	8	0	1	3	1	1	0	6306	28	0	50.5266	0	0
DL	0.218125	21	8	0	4	3	1	2	0	6306	28	0	47.7123	0	0
UL	0.218179	21	8	0	7	3	1	1	0	180	0	0	50.4916 	0	0
UL	0.218232	21	8	0	10	3	1	2	0	6306	28	0	47.7096 	0	0
DL	0.218321	21	8	1	1	3	1	1	0	6306	28	0	50.4782	0	0
DL	0.218375	21	8	1	4	3	1	2	0	6306	28	0	47.6264	0	0
UL	0.218429	21	8	1	7	3	1	1	0	180	0	0	50.5267 	0	0
UL	0.218482	21	8	1	10	3	1	2	0	6306	28	0	47.696 	0	0
DL	0.218571	21	8	2	1	3	1	1	0	6306	28	0	50.4936	0	0
DL	0.218625	21	8	2	4	3	1	2	0	6306	28	0	47.7203	0	0
UL	0.218679	21	8	2	7	3	1	1	0	180	0	0	50.5004 	0	0
UL	0.218732	21	8	2	10	3	1	2	0	6306	28	0	47.7367 	0	0
DL	0.218821	21	8	3	1	3	1	1	0	6306	28	0	50.5861	0	0
DL	0.218875	21	8	3	4	3	1	2	0	6306	28	0	47.6613	0	0
UL	0.218929	21	8	3	7	3	1	1	0	180	0	0	50.5991 	0	0
UL	0.218982	21	8	3	10	3	1	2	0	6306	28	0	47.6477 	0	0
DL	0.219071	21	9	0	1	3	1	1	0	6306	28	0	50.56	0	0
DL	0.219125	21	9	0	4	3	1	2	0	6306	28	0	47.6917	0	0
UL	0.219179	21	9	0	7	3	1	1	0	180	0	0	50.5402 	0	0
UL	0.219232	21	9	0	10	3	1	2	0	6306	28	0	47.6537 	0	0
DL	0.219321	21	9	1	1	3	1	1	0	6306	28	0	50.5034	0	0
DL	0.219375	21	9	1	4	3	1	2	0	6306	28	0	47.613	0	0
UL	0.219429	21	9	1	7	3	1	1	0	180	0	0	50.3996 	0	0
UL	0.219482	21	9	1	10	3	1	2	0	6306	28	0	47.6034 	0	0
DL	0.219571	21	9	2	1	3	1	1	0	6306	28	0	50.4302	0	0
DL	0.219625	21	9	2	4	3	1	2	0	6306	28	0	47.5913	0	0
UL	0.219679	21	9	2	7	3	1	1	0	180	0	0	50.3874 	0	0
UL	0.219732	21	9	2	10	3	1	2	0	6306	28	0	47.5212 	0	0
DL	0.219821	21	9	3	1	3	1	1	0	6306	28	0	50.3555	0	0
DL	0.219875	21	9	3	4	3	1	2	0	6306	28	0	47.5652	0	0
UL	0.219929	21	9	3	7	3	1	1	0	180	0	0	50.2449 	0	0
UL	0.219982	21	9	3	10	3	1	2	0	6306	28	0	47.5918 	0	0
DL	0.220071	22	0	0	1	3	1	1	0	6306	28	0	50.2814	0	0
DL	0.220125	22	0	0	4	3	1	2	0	6306	28	0	47.543	0	0
UL	0.220179	22	0	0	7	3	1	1	0	180	0	0	50.2698 	0	0
UL	0.220232	22	0	0	10	3	1	2	0	6306	28	0	47.5549 	0	0
DL	0.220321	22	0	1	1	3	1	1	0	6306	28	0	50.2275	0	0
DL	0.220375	22	0	1	4	3	1	2	0	6306	28	0	47.5628	0	0
UL	0.220429	22	0	1	7	3	1	1	0	180	0	0	50.2738 	0	0
UL	0.220482	22	0	1	10	3	1	2	0	6306	28	0	47.4572 	0	0
DL	0.220571	22	0	2	1	3	1	1	0	6306	28	0	50.348	0	0
DL	0.220625	22	0	2	4	3	1	2	0	6306	28	0	47.4725	0	0
UL	0.220679	22	0	2	7	3	1	1	0	180	0	0	50.4165 	0	0
UL	0.220732	22	0	2	10	3	1	2	0	6306	28	0	47.4627 	0	0
DL	0.220821	22	0	3	1	3	1	1	0	6306	28	0	50.4255	0	0
DL	0.220875	22	0	3	4	3	1	2	0	6306	28	0	47.507	0	0
UL	0.220929	22	0	3	7	3	1	1	0	180	0	0	50.4429 	0	0
UL	0.220982	22	0	3	10	3	1	2	0	6306	28	0	47.4297 	0	0
DL	0.221071	22	1	0	1	3	1	1	0	6306	28	0	50.4893	0	0
DL	0.221125	22	1	0	4	3	1	2	0	6306	28	0	47.5307	0	0
UL	0.221179	22	1	0	7	3	1	1	0	180	0	0	50.4656 	0	0
UL	0.221232	22	1	0	10	3	1	2	0	6306	28	0	47.5632 	0	0
DL	0.221321	22	1	1	1	3	1	1	0	6306	28	0	50.4408	0	0
DL	0.221375	22	1	1	4	3	1	2	0	6306	28	0	47.5635	0	0
UL	0.221429	22	1	1	7	3	1	1	0	180	0	0	50.4976 	0	0
UL	0.221482	22	1	1	10	3	1	2	0	6306	28	0	47.5647 	0	0
DL	0.221571	22	1	2	1	3	1	1	0	6306	28	0	50.5017	0	0
DL	0.221625	22	1	2	4	3	1	2	0	6306	28	0	47.6191	0	0
UL	0.221679	22	1	2	7	3	1	1	0	180	0	0	50.5035 	0	0
UL	0.221732	22	1	2	10	3	1	2	0	6306	28	0	47.648 	0	0
DL	0.221821	22	1	3	1	3	1	1	0	6306	28	0	50.5207	0	0
DL	0.221875	22	1	3	4	3	1	2	0	6306	28	0	47.6349	0	0
UL	0.221929	22	1	3	7	3	1	1	0	180	0	0	50.5448 	0	0
UL	0.221982	22	1	3	10	3	1	2	0	6306	28	0	47.6987 	0	0
DL	0.222071	22	2	0	1	3	1	1	0	6306	28	0	50.4453	0	0
DL	0.222125	22	2	0	4	3	1	2	0	6306	28	0	47.6401	0	0
UL	0.222179	22	2	0	7	3	1	1	0	180	0	0	50.4851 	0	0
UL	0.222232	22	2	0	10	3	1	2	0	6306	28	0	47.6101 	0	0
DL	0.222321	22	2	1	1	3	1	1	0	6306	28	0	50.4605	0	0
DL	0.222375	22	2	1	4	3	1	2	0	6306	28	0	47.599	0	0
UL	0.222429	22	2	1	7	3	1	1	0	180	0	0	50.4232 	0	0
UL	0.222482	22	2	1	10	3	1	2	0	6306	28	0	47.6453 	0	0
DL	0.222571	22	2	2	1	3	1	1	0	6306	28	0	50.3328	0	0
DL	0.222625	22	2	2	4	3	1	2	0	6306	28	0	47.5664	0	0
UL	0.222679	22	2	2	7	3	1	1	0	180	0	0	50.3068 	0	0
UL	0.222732	22	2	2	10	3	1	2	0	6306	28	0	47.5341 	0	0
DL	0.222821	22	2	3	1	3	1	1	0	6306	28	0	50.297	0	0
DL	0.222875	22	2	3	4	3	1	2	0	6306	28	0	47.4956	0	0
UL	0.222929	22	2	3	7	3	1	1	0	180	0	0	50.2865 	0	0
UL	0.222982	22	2	3	10	3	1	2	0	6306	28	0	47.4486 	0	0
DL	0.223071	22	3	0	1	3	1	1	0	6306	28	0	50.3054	0	0
DL	0.223125	22	3	0	4	3	1	2	0	6306	28	0	47.3981	0	0
UL	0.223179	22	3	0	7	3	1	1	0	180	0	0	50.2836 	0	0
UL	0.223232	22	3	0	10	3	1	2	0	6306	28	0	47.2996 	0	0
DL	0.223321	22	3	1	1	3	1	1	0	6306	28	0	50.3417	0	0
DL	0.223375	22	3	1	4	3	1	2	0	6306	28	0	47.3091	0	0
UL	0.223429	22	3	1	7	3	1	1	0	180	0	0	50.3791 	0	0
UL	0.223482	22	3	1	10	3	1	2	0	6306	28	0	47.3452 	0	0
DL	0.223571	22	3	2	1	3	1	1	0	6306	28	0	50.4072	0	0
DL	0.223625	22	3	2	4	3	1	2	0	6306	28	0	47.3646	0	0
UL	0.223679	22	3	2	7	3	1	1	0	180	0	0	50.4292 	0	0
UL	0.223732	22	3	2	10	3	1	2	0	6306	28	0	47.3842 	0	0
DL	0.223821	22	3	3	1	3	1	1	0	6306	28	0	50.4248	0	0
DL	0.223875	22	3	3	4	3	1	2	0	6306	28	0	47.336	0	0
UL	0.223929	22	3	3	7	3	1	1	0	180	0	0	50.4482 	0	0
UL	0.223982	22	3	3	10	3	1	2	0	6306	28	0	47.3139 	0	0
DL	0.224071	22	4	0	1	3	1	1	0	6306	28	0	50.4045	0	0
DL	0.224125	22	4	0	4	3	1	2	0	6306	28	0	47.2976	0	0
UL	0.224179	22	4	0	7	3	1	1	0	180	0	0	50.3698 	0	0
UL	0.224232	22	4	0	10	3	1	2	0	6306	28	0	47.2848 	0	0
DL	0.224321	22	4	1	1	3	1	1	0	6306	28	0	50.204	0	0
DL	0.224375	22	4	1	4	3	1	2	0	6306	28	0	47.3503	0	0
UL	0.224429	22	4	1	7	3	1	1	0	180	0	0	50.1736 	0	0
UL	0.224482	22	4	1	10	3	1	2	0	6306	28	0	47.4688 	0	0
DL	0.224571	22	4	2	1	3	1	1	0	6306	28	0	50.1565	0	0
DL	0.224625	22	4	2	4	3	1	2	0	6306	28	0	47.4294	0	0
UL	0.224679	22	4	2	7	3	1	1	0	180	0	0	50.2181 	0	0
UL	0.224732	22	4	2	10	3	1	2	0	6306	28	0	47.3912 	0	0
DL	0.224821	22	4	3	1	3	1	1	0	6306	28	0	50.2496	0	0
DL	0.224875	22	4	3	4	3	1	2	0	6306	28	0	47.4395	0	0
UL	0.224929	22	4	3	7	3	1	1	0	180	0	0	50.3187 	0	0
UL	0.224982	22	4	3	10	3	1	2	0	6306	28	0	47.3605 	0	0
DL	0.225071	22	5	0	1	3	1	1	0	6306	28	0	50.3509	0	0
DL	0.225125	22	5	0	4	3	1	2	0	6306	28	0	47.4048	0	0
UL	0.225179	22	5	0	7	3	1	1	0	180	0	0	50.4153 	0	0
UL	0.225232	22	5	0	10	3	1	2	0	6306	28	0	47.4621 	0	0
DL	0.225321	22	5	1	1	3	1	1	0	6306	28	0	50.4188	0	0
DL	0.225375	22	5	1	4	3	1	2	0	6306	28	0	47.4579	0	0
UL	0.225429	22	5	1	7	3	1	1	0	180	0	0	50.4304 	0	0
UL	0.225482	22	5	1	10	3	1	2	0	6306	28	0	47.4648 	0	0
DL	0.225571	22	5	2	1	3	1	1	0	6306	28	0	50.396	0	0
DL	0.225625	22	5	2	4	3	1	2	0	6306	28	0	47.4601	0	0
UL	0.225679	22	5	2	7	3	1	1	0	180	0	0	50.4037 	0	0
UL	0.225732	22	5	2	10	3	1	2	0	6306	28	0	47.4059 	0	0
DL	0.225821	22	5	3	1	3	1	1	0	6306	28	0	50.4324	0	0
DL	0.225875	22	5	3	4	3	1	2	0	6306	28	0	47.3983	0	0
UL	0.225929	22	5	3	7	3	1	1	0	180	0	0	50.498 	0	0
UL	0.225982	22	5	3	10	3	1	2	0	6306	28	0	47.3373 	0	0
DL	0.226071	22	6	0	1	3	1	1	0	6306	28	0	50.5353	0	0
DL	0.226125	22	6	0	4	3	1	2	0	6306	28	0	47.2524	0	0
UL	0.226179	22	6	0	7	3	1	1	0	180	0	0	50.5888 	0	0
UL	0.226232	22	6	0	10	3	1	2	0	6306	28	0	47.2144 	0	0
DL	0.226321	22	6	1	1	3	1	1	0	6306	28	0	50.595	0	0
DL	0.226375	22	6	1	4	3	1	2	0	6306	28	0	47.2105	0	0
UL	0.226429	22	6	1	7	3	1	1	0	180	0	0	50.5991 	0	0
UL	0.226482	22	6	1	10	3	1	2	0	6306	28	0	47.2197 	0	0
DL	0.226571	22	6	2	1	3	1	1	0	6306	28	0	50.7238	0	0
DL	0.226625	22	6	2	4	3	1	2	0	6306	28	0	47.2187	0	0
UL	0.226679	22	6	2	7	3	1	1	0	180	0	0	50.7904 	0	0
UL	0.226732	22	6	2	10	3	1	2	0	6306	28	0	47.2143 	0	0
DL	0.226821	22	6	3	1	3	1	1	0	6306	28	0	50.7226	0	0
DL	0.226875	22	6	3	4	3	1	2	0	6306	28	0	47.23	0	0
UL	0.226929	22	6	3	7	3	1	1	0	180	0	0	50.7741 	0	0
UL	0.226982	22	6	3	10	3	1	2	0	6306	28	0	47.2462 	0	0
DL	0.227071	22	7	0	1	3	1	1	0	6306	28	0	50.8934	0	0
DL	0.227125	22	7	0	4	3	1	2	0	6306	28	0	47.2562	0	0
UL	0.227179	22	7	0	7	3	1	1	0	180	0	0	50.881 	0	0
UL	0.227232	22	7	0	10	3	1	2	0	6306	28	0	47.2137 	0	0
DL	0.227321	22	7	1	1	3	1	1	0	6306	28	0	50.9044	0	0
DL	0.227375	22	7	1	4	3	1	2	0	6306	28	0	47.2246	0	0
UL	0.227429	22	7	1	7	3	1	1	0	180	0	0	50.9012 	0	0
UL	0.227482	22	7	1	10	3	1	2	0	6306	28	0	47.2767 	0	0
DL	0.227571	22	7	2	1	3	1	1	0	6306	28	0	50.927	0	0
DL	0.227625	22	7	2	4	3	1	2	0	6306	28	0	47.3051	0	0
UL	0.227679	22	7	2	7	3	1	1	0	180	0	0	50.9803 	0	0
UL	0.227732	22	7	2	10	3	1	2	0	6306	28	0	47.4302 	0	0
DL	0.227821	22	7	3	1	3	1	1	0	6306	28	0	50.8913	0	0
DL	0.227875	22	7	3	4	3	1	2	0	6306	28	0	47.4019	0	0
UL	0.227929	22	7	3	7	3	1	1	0	180	0	0	50.9489 	0	0
UL	0.227982	22	7	3	10	3	1	2	0	6306	28	0	47.4046 	0	0
DL	0.228071	22	8	0	1	3	1	1	0	6306	28	0	50.899	0	0
DL	0.228125	22	8	0	4	3	1	2	0	6306	28	0	47.422	0	0
UL	0.228179	22	8	0	7	3	1	1	0	180	0	0	50.912 	0	0
UL	0.228232	22	8	0	10	3	1	2	0	6306	28	0	47.3638 	0	0
DL	0.228321	22	8	1	1	3	1	1	0	6306	28	0	50.9659	0	0
DL	0.228375	22	8	1	4	3	1	2	0	6306	28	0	47.3977	0	0
UL	0.228429	22	8	1	7	3	1	1	0	180	0	0	51.0155 	0	0
UL	0.228482	22	8	1	10	3	1	2	0	6306	28	0	47.3874 	0	0
DL	0.228571	22	8	2	1	3	1	1	0	6306	28	0	51.0035	0	0
DL	0.228625	22	8	2	4	3	1	2	0	6306	28	0	47.3725	0	0
UL	0.228679	22	8	2	7	3	1	1	0	180	0	0	51.0073 	0	0
UL	0.228732	22	8	2	10	3	1	2	0	6306	28	0	47.3179 	0	0
DL	0.228821	22	8	3	1	3	1	1	0	6306	28	0	50.9568	0	0
DL	0.228875	22	8	3	4	3	1	2	0	6306	28	0	47.2548	0	0
UL	0.228929	22	8	3	7	3	1	1	0	180	0	0	50.9645 	0	0
UL	0.228982	22	8	3	10	3	1	2	0	6306	28	0	47.2657 	0	0
DL	0.229071	22	9	0	1	3	1	1	0	6306	28	0	50.971	0	0
DL	0.229125	22	9	0	4	3	1	2	0	6306	28	0	47.271	0	0
UL	0.229179	22	9	0	7	3	1	1	0	180	0	0	50.9787 	0	0
UL	0.229232	22	9	0	10	3	1	2	0	6306	28	0	47.2128 	0	0
DL	0.229321	22	9	1	1	3	1	1	0	6306	28	0	50.9439	0	0
DL	0.229375	22	9	1	4	3	1	2	0	6306	28	0	47.0865	0	0
UL	0.229429	22	9	1	7	3	1	1	0	180	0	0	50.8888 	0	0
UL	0.229482	22	9	1	10	3	1	2	0	6306	28	0	47.1032 	0	0
DL	0.229571	22	9	2	1	3	1	1	0	6306	28	0	50.8985	0	0
DL	0.229625	22	9	2	4	3	1	2	0	6306	28	0	47.185	0	0
UL	0.229679	22	9	2	7	3	1	1	0	180	0	0	50.8954 	0	0
UL	0.229732	22	9	2	10	3	1	2	0	6306	28	0	47.2165 	0	0
DL	0.229821	22	9	3	1	3	1	1	0	6306	28	0	50.822	0	0
DL	0.229875	22	9	3	4	3	1	2	0	6306	28	0	47.2413	0	0
UL	0.229929	22	9	3	7	3	1	1	0	180	0	0	50.8603 	0	0
UL	0.229982	22	9	3	10	3	1	2	0	6306	28	0	47.2638 	0	0
DL	0.230071	23	0	0	1	3	1	1	0	6306	28	0	50.8661	0	0
DL	0.230125	23	0	0	4	3	1	2	0	6306	28	0	47.2209	0	0
UL	0.230179	23	0	0	7	3	1	1	0	180	0	0	50.9499 	0	0
UL	0.230232	23	0	0	10	3	1	2	0	6306	28	0	47.1552 	0	0
DL	0.230321	23	0	1	1	3	1	1	0	6306	28	0	50.9195	0	0
DL	0.230375	23	0	1	4	3	1	2	0	6306	28	0	47.1874	0	0
UL	0.230429	23	0	1	7	3	1	1	0	180	0	0	50.9696 	0	0
UL	0.230482	23	0	1	10	3	1	2	0	6306	28	0	47.1906 	0	0
DL	0.230571	23	0	2	1	3	1	1	0	6306	28	0	50.9821	0	0
DL	0.230625	23	0	2	4	3	1	2	0	6306	28	0	47.1058	0	0
UL	0.230679	23	0	2	7	3	1	1	0	180	0	0	50.9671 	0	0
UL	0.230732	23	0	2	10	3	1	2	0	6306	28	0	47.1607 	0	0
DL	0.230821	23	0	3	1	3	1	1	0	6306	28	0	50.9977	0	0
DL	0.230875	23	0	3	4	3	1	2	0	6306	28	0	47.0957	0	0
UL	0.230929	23	0	3	7	3	1	1	0	180	0	0	51.0047 	0	0
UL	0.230982	23	0	3	10	3	1	2	0	6306	28	0	47.1645 	0	0
DL	0.231071	23	1	0	1	3	1	1	0	6306	28	0	51.0854	0	0
DL	0.231125	23	1	0	4	3	1	2	0	6306	28	0	47.1211	0	0
UL	0.231179	23	1	0	7	3	1	1	0	180	0	0	51.075 	0	0
UL	0.231232	23	1	0	10	3	1	2	0	6306	28	0	47.126 	0	0
DL	0.231321	23	1	1	1	3	1	1	0	6306	28	0	50.9907	0	0
DL	0.231375	23	1	1	4	3	1	2	0	6306	28	0	47.112	0	0
UL	0.231429	23	1	1	7	3	1	1	0	180	0	0	50.9856 	0	0
