DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.241982	24	1	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.242125	24	2	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.242232	24	2	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.242375	24	2	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.242482	24	2	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.242625	24	2	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.242732	24	2	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.242875	24	2	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.242982	24	2	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.243125	24	3	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.243232	24	3	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.243375	24	3	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.243482	24	3	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.243625	24	3	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.243732	24	3	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.243875	24	3	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.243982	24	3	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.244125	24	4	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.244232	24	4	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.244375	24	4	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.244482	24	4	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.244625	24	4	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.244732	24	4	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.244875	24	4	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.244982	24	4	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.245125	24	5	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.245232	24	5	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.245375	24	5	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.245482	24	5	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.245625	24	5	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.245732	24	5	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.245875	24	5	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.245982	24	5	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.246125	24	6	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.246232	24	6	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.246375	24	6	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.246482	24	6	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.246625	24	6	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.246732	24	6	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.246875	24	6	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.246982	24	6	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.247125	24	7	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.247232	24	7	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.247375	24	7	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.247482	24	7	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.247625	24	7	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.247732	24	7	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.247875	24	7	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.247982	24	7	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.248125	24	8	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.248232	24	8	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.248375	24	8	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.248482	24	8	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.248625	24	8	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.248732	24	8	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.248875	24	8	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.248982	24	8	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.249125	24	9	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.249232	24	9	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.249375	24	9	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.249482	24	9	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.249625	24	9	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.249732	24	9	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.249875	24	9	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.249982	24	9	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.250125	25	0	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.250232	25	0	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.250375	25	0	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.250482	25	0	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.250625	25	0	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.250732	25	0	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.250875	25	0	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.250982	25	0	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.251125	25	1	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.251232	25	1	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.251375	25	1	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.251482	25	1	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.251625	25	1	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.251732	25	1	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.251875	25	1	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.251982	25	1	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.252125	25	2	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.252232	25	2	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.252375	25	2	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.252482	25	2	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.252625	25	2	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.252732	25	2	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.252875	25	2	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.252982	25	2	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.253125	25	3	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.253232	25	3	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.253375	25	3	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.253482	25	3	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.253625	25	3	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.253732	25	3	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.253875	25	3	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.253982	25	3	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.254125	25	4	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.254232	25	4	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.254375	25	4	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.254482	25	4	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.254625	25	4	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.254732	25	4	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.254875	25	4	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.254982	25	4	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.255125	25	5	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.255232	25	5	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.255375	25	5	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.255482	25	5	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.255625	25	5	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.255732	25	5	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.255875	25	5	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.255982	25	5	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.256125	25	6	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.256232	25	6	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.256375	25	6	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.256482	25	6	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.256625	25	6	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.256732	25	6	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.256875	25	6	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.256982	25	6	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.257125	25	7	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.257232	25	7	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.257375	25	7	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.257482	25	7	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.257625	25	7	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.257732	25	7	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.257875	25	7	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.257982	25	7	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.258125	25	8	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.258232	25	8	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.258375	25	8	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.258482	25	8	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.258625	25	8	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.258732	25	8	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.258875	25	8	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.258982	25	8	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.259125	25	9	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.259232	25	9	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.259375	25	9	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.259482	25	9	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.259625	25	9	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.259732	25	9	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.259875	25	9	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.259982	25	9	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.260125	26	0	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.260232	26	0	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.260375	26	0	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.260482	26	0	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.260625	26	0	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.260732	26	0	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.260875	26	0	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.260982	26	0	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.261125	26	1	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.261232	26	1	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.261375	26	1	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.261482	26	1	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.261625	26	1	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.261732	26	1	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.261875	26	1	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.261982	26	1	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.262125	26	2	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.262232	26	2	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.262375	26	2	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.262482	26	2	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.262625	26	2	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.262732	26	2	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.262875	26	2	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.262982	26	2	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.263125	26	3	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.263232	26	3	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.263375	26	3	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.263482	26	3	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.263625	26	3	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.263732	26	3	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.263875	26	3	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.263982	26	3	3	7	6	1	1	0	12761	28	0	nan 	1	0.00389299
DL	0.264125	26	4	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.264232	26	4	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.264375	26	4	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.264482	26	4	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.264589	26	4	2	1	4	1	1	0	8507	28	0	nan	0	0.00269676
UL	0.264696	26	4	2	5	6	1	1	0	12761	28	1	nan 	0	0
DL	0.264875	26	4	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.264982	26	4	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.265125	26	5	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.265232	26	5	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.265375	26	5	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.265482	26	5	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.265625	26	5	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.265732	26	5	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.265875	26	5	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.265982	26	5	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.266125	26	6	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.266232	26	6	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.266375	26	6	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.266482	26	6	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.266625	26	6	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.266732	26	6	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.266875	26	6	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.266982	26	6	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.267125	26	7	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.267232	26	7	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.267375	26	7	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.267482	26	7	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.267625	26	7	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.267732	26	7	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.267875	26	7	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.267982	26	7	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.268125	26	8	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.268232	26	8	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.268375	26	8	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.268482	26	8	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.268625	26	8	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.268732	26	8	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.268875	26	8	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.268982	26	8	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.269125	26	9	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.269232	26	9	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.269375	26	9	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.269482	26	9	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.269625	26	9	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.269732	26	9	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.269875	26	9	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.269982	26	9	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.270125	27	0	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.270232	27	0	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.270375	27	0	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.270482	27	0	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.270625	27	0	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.270732	27	0	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.270875	27	0	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.270982	27	0	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.271125	27	1	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.271232	27	1	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.271375	27	1	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.271482	27	1	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.271625	27	1	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.271732	27	1	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.271875	27	1	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.271982	27	1	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.272125	27	2	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.272232	27	2	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.272375	27	2	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.272482	27	2	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.272625	27	2	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.272732	27	2	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.272875	27	2	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.272982	27	2	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.273125	27	3	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.273232	27	3	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.273375	27	3	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.273482	27	3	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.273625	27	3	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.273732	27	3	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.273875	27	3	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.273982	27	3	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.274125	27	4	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.274232	27	4	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.274375	27	4	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.274482	27	4	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.274625	27	4	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.274732	27	4	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.274875	27	4	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.274982	27	4	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.275125	27	5	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.275232	27	5	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.275375	27	5	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.275482	27	5	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.275625	27	5	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.275732	27	5	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.275875	27	5	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.275982	27	5	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.276125	27	6	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.276232	27	6	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.276375	27	6	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.276482	27	6	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.276625	27	6	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.276732	27	6	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.276875	27	6	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.276982	27	6	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.277125	27	7	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.277232	27	7	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.277375	27	7	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.277482	27	7	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.277625	27	7	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.277732	27	7	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.277875	27	7	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.277982	27	7	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.278125	27	8	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.278232	27	8	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.278375	27	8	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.278482	27	8	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.278625	27	8	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.278732	27	8	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.278875	27	8	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.278982	27	8	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.279125	27	9	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.279232	27	9	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.279375	27	9	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.279482	27	9	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.279625	27	9	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.279732	27	9	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.279875	27	9	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.279982	27	9	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.280125	28	0	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.280232	28	0	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.280375	28	0	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.280482	28	0	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.280625	28	0	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.280732	28	0	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.280875	28	0	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.280982	28	0	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.281125	28	1	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.281232	28	1	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.281375	28	1	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.281482	28	1	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.281625	28	1	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.281732	28	1	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.281875	28	1	3	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.281982	28	1	3	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.282125	28	2	0	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.282232	28	2	0	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.282375	28	2	1	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.282482	28	2	1	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
DL	0.282625	28	2	2	1	6	1	1	0	12761	28	0	nan	0	0.00389299
UL	0.282732	28	2	2	7	6	1	1	0	12761	28	0	nan 	0	0.00389299
